sentence_id	essay_id	sentence_txt	idx_in_essay
33060	4720	The good side is profanity is it give books, music, and movies taste and texteure it shows how a person feels most times it's anger	1
33061	4720	Profanity also can change a person behavior, by the way people talk and act	2
33062	4720	I personally think that profanity is a good and bad i like it in music and movies but i hate it when people talk trash	3
33063	4720	I think they should take it off the shelves depending on the person age for example age three and thirteen books should not contain profanity but ages fourteen and up can	4
33064	4720	The reason why people should take it off the shelves is beacuse kids should have a healthy and profanity free life	5
33065	4720	They should have a a good development turds learning	6
33066	4720	Books and other intertaiment should have no profanity because kids at a young age learn easly and if they take in the bad actions of others they will be bad themselfs	7
33067	4720	The reason why people should be aware of this problem is if you don't like profanity dont buy it	8
33068	4720	Also keep out of kids reach	9
33069	4720	The main reason why people swears is because of movies and songs it changes a person dramaticly	10
33070	4720	Talking with profanity in your mouth can change your life but not having a good job getting in jail raising up bad kids that learn from the parents mistakes	11
33071	4720	In a @CAPS1 profanity is good for movies it gives it action and drama	12
33072	4720	profanity is words that are most times negative expressing anger and rudeness	13
33073	4720	We have a @CAPS2 full of profanity this is like a wide spred deases	14
33074	4720	Passing on from people to kids to their kids	15
33075	4720	I have expeariance this the hard way beacuse im chinese and i came to the united states back in @DATE1, i did not know any english	16
33076	4720	People would cuss at me all the time the could all be avoided if we didnt have any profanity in our daily usage of books, music, and movies	17
